Timestamp,Channel,Pressure
2024-09-04 00:28:50,1,1.000E-11
2024-09-04 00:28:50,2,0.008615
2024-09-04 00:28:50,3,0.009055
2024-09-04 00:28:50,4,3.398e-07
2024-09-04 00:28:50,5,4.996e-09
2024-09-04 00:28:50,6,1.583e-09
2024-09-04 00:28:59,1,1.000E-11
2024-09-04 00:28:59,2,0.00864
2024-09-04 00:28:59,3,0.009441
2024-09-04 00:28:59,4,3.402e-07
2024-09-04 00:28:59,5,4.996e-09
2024-09-04 00:28:59,6,1.558e-09
2024-09-04 00:29:08,1,1.000E-11
2024-09-04 00:29:08,2,0.008596
2024-09-04 00:29:08,3,0.00914
2024-09-04 00:29:08,4,3.374e-07
2024-09-04 00:29:08,5,4.996e-09
2024-09-04 00:29:08,6,1.548e-09
2024-09-04 00:29:18,1,1.000E-11
2024-09-04 00:29:18,2,0.00859
2024-09-04 00:29:18,3,0.009015
2024-09-04 00:29:18,4,3.382e-07
2024-09-04 00:29:18,5,4.996e-09
2024-09-04 00:29:18,6,1.577e-09
2024-09-04 00:29:27,1,1.000E-11
2024-09-04 00:29:27,2,0.008566
2024-09-04 00:29:27,3,0.009239
2024-09-04 00:29:27,4,3.382e-07
2024-09-04 00:29:27,5,4.996e-09
2024-09-04 00:29:27,6,1.576e-09
2024-09-04 00:29:37,1,1.000E-11
2024-09-04 00:29:37,2,0.00856
2024-09-04 00:29:37,3,0.009333
2024-09-04 00:29:37,4,3.37e-07
2024-09-04 00:29:37,5,4.996e-09
2024-09-04 00:29:37,6,1.563e-09
2024-09-04 00:29:46,1,1.000E-11
2024-09-04 00:29:46,2,0.00859
2024-09-04 00:29:46,3,0.009239
2024-09-04 00:29:46,4,3.378e-07
2024-09-04 00:29:46,5,4.996e-09
2024-09-04 00:29:46,6,1.584e-09
2024-09-04 00:29:55,1,1.000E-11
2024-09-04 00:29:55,2,0.008529
2024-09-04 00:29:55,3,0.009346
2024-09-04 00:29:55,4,3.334e-07
2024-09-04 00:29:55,5,4.996e-09
2024-09-04 00:29:55,6,1.572e-09
2024-09-04 00:30:05,1,1.000E-11
2024-09-04 00:30:05,2,0.008529
2024-09-04 00:30:05,3,0.008899
2024-09-04 00:30:05,4,3.358e-07
2024-09-04 00:30:05,5,4.996e-09
2024-09-04 00:30:05,6,1.563e-09
2024-09-04 00:30:14,1,1.000E-11
2024-09-04 00:30:14,2,0.008572
2024-09-04 00:30:14,3,0.00899
2024-09-04 00:30:14,4,3.354e-07
2024-09-04 00:30:14,5,4.996e-09
2024-09-04 00:30:14,6,1.565e-09
2024-09-04 00:30:24,1,1.000E-11
2024-09-04 00:30:24,2,0.008566
2024-09-04 00:30:24,3,0.009407
2024-09-04 00:30:24,4,3.382e-07
2024-09-04 00:30:24,5,4.996e-09
2024-09-04 00:30:24,6,1.576e-09
2024-09-04 00:30:33,1,1.000E-11
2024-09-04 00:30:33,2,0.008596
2024-09-04 00:30:33,3,0.009226
2024-09-04 00:30:33,4,3.366e-07
2024-09-04 00:30:33,5,4.996e-09
2024-09-04 00:30:33,6,1.563e-09
2024-09-04 00:30:43,1,1.000E-11
2024-09-04 00:30:43,2,0.008485
2024-09-04 00:30:43,3,0.009319
2024-09-04 00:30:43,4,3.402e-07
2024-09-04 00:30:43,5,4.996e-09
2024-09-04 00:30:43,6,1.556e-09
2024-09-04 00:30:52,1,1.000E-11
2024-09-04 00:30:52,2,0.008492
2024-09-04 00:30:52,3,0.009074
2024-09-04 00:30:52,4,3.366e-07
2024-09-04 00:30:52,5,4.996e-09
2024-09-04 00:30:52,6,1.576e-09
2024-09-04 00:31:02,1,1.000E-11
2024-09-04 00:31:02,2,0.00851
2024-09-04 00:31:02,3,0.009489
2024-09-04 00:31:02,4,3.366e-07
2024-09-04 00:31:02,5,4.996e-09
2024-09-04 00:31:02,6,1.563e-09
2024-09-04 00:31:11,1,1.000E-11
2024-09-04 00:31:11,2,0.008485
2024-09-04 00:31:11,3,0.009421
2024-09-04 00:31:11,4,3.35e-07
2024-09-04 00:31:11,5,4.996e-09
2024-09-04 00:31:11,6,1.569e-09
2024-09-04 00:31:20,1,1.000E-11
2024-09-04 00:31:20,2,0.008473
2024-09-04 00:31:20,3,0.0091
2024-09-04 00:31:20,4,3.406e-07
2024-09-04 00:31:20,5,4.996e-09
2024-09-04 00:31:20,6,1.563e-09
2024-09-04 00:31:30,1,1.000E-11
2024-09-04 00:31:30,2,0.008541
2024-09-04 00:31:30,3,0.009279
2024-09-04 00:31:30,4,3.354e-07
2024-09-04 00:31:30,5,4.996e-09
2024-09-04 00:31:30,6,1.573e-09
2024-09-04 00:31:39,1,1.000E-11
2024-09-04 00:31:39,2,0.008479
2024-09-04 00:31:39,3,0.009613
2024-09-04 00:31:39,4,3.326e-07
2024-09-04 00:31:39,5,4.996e-09
2024-09-04 00:31:39,6,1.559e-09
2024-09-04 00:31:49,1,1.000E-11
2024-09-04 00:31:49,2,0.00856
2024-09-04 00:31:49,3,0.009126
2024-09-04 00:31:49,4,3.374e-07
2024-09-04 00:31:49,5,4.996e-09
2024-09-04 00:31:49,6,1.563e-09
2024-09-04 00:31:58,1,1.000E-11
2024-09-04 00:31:58,2,0.008498
2024-09-04 00:31:58,3,0.009146
2024-09-04 00:31:58,4,3.378e-07
2024-09-04 00:31:58,5,4.996e-09
2024-09-04 00:31:58,6,1.567e-09
2024-09-04 00:32:08,1,1.000E-11
2024-09-04 00:32:08,2,0.008461
2024-09-04 00:32:08,3,0.009213
2024-09-04 00:32:08,4,3.41e-07
2024-09-04 00:32:08,5,4.996e-09
2024-09-04 00:32:08,6,1.57e-09
2024-09-04 00:32:17,1,1.000E-11
2024-09-04 00:32:17,2,0.008535
2024-09-04 00:32:17,3,0.00953
2024-09-04 00:32:17,4,3.37e-07
2024-09-04 00:32:17,5,4.996e-09
2024-09-04 00:32:17,6,1.572e-09
2024-09-04 00:32:27,1,1.000E-11
2024-09-04 00:32:27,2,0.008523
2024-09-04 00:32:27,3,0.009387
2024-09-04 00:32:27,4,3.386e-07
2024-09-04 00:32:27,5,4.996e-09
2024-09-04 00:32:27,6,1.57e-09
2024-09-04 00:32:36,1,1.000E-11
2024-09-04 00:32:36,2,0.008529
2024-09-04 00:32:36,3,0.009153
2024-09-04 00:32:36,4,3.382e-07
2024-09-04 00:32:36,5,4.996e-09
2024-09-04 00:32:36,6,1.569e-09
2024-09-04 00:32:45,1,1.000E-11
2024-09-04 00:32:45,2,0.008566
2024-09-04 00:32:45,3,0.00938
2024-09-04 00:32:45,4,3.39e-07
2024-09-04 00:32:45,5,4.996e-09
2024-09-04 00:32:45,6,1.552e-09
2024-09-04 00:32:55,1,1.000E-11
2024-09-04 00:32:55,2,0.008529
2024-09-04 00:32:55,3,0.009246
2024-09-04 00:32:55,4,3.41e-07
2024-09-04 00:32:55,5,4.996e-09
2024-09-04 00:32:55,6,1.562e-09
2024-09-04 00:33:04,1,1.000E-11
2024-09-04 00:33:04,2,0.008621
2024-09-04 00:33:04,3,0.008899
2024-09-04 00:33:04,4,3.374e-07
2024-09-04 00:33:04,5,4.996e-09
2024-09-04 00:33:04,6,1.569e-09
2024-09-04 00:33:14,1,1.000E-11
2024-09-04 00:33:14,2,0.008609
2024-09-04 00:33:14,3,0.009468
2024-09-04 00:33:14,4,3.378e-07
2024-09-04 00:33:14,5,4.996e-09
2024-09-04 00:33:14,6,1.565e-09
2024-09-04 00:33:23,1,1.000E-11
2024-09-04 00:33:23,2,0.008621
2024-09-04 00:33:23,3,0.008957
2024-09-04 00:33:23,4,3.394e-07
2024-09-04 00:33:23,5,4.996e-09
2024-09-04 00:33:23,6,1.562e-09
2024-09-04 00:33:33,1,1.000E-11
2024-09-04 00:33:33,2,0.008628
2024-09-04 00:33:33,3,0.009367
2024-09-04 00:33:33,4,3.472e-07
2024-09-04 00:33:33,5,4.996e-09
2024-09-04 00:33:33,6,1.57e-09
2024-09-04 00:33:42,1,1.000E-11
2024-09-04 00:33:42,2,0.008584
2024-09-04 00:33:42,3,0.009153
2024-09-04 00:33:42,4,3.313e-07
2024-09-04 00:33:42,5,4.996e-09
2024-09-04 00:33:42,6,1.56e-09
2024-09-04 00:33:51,1,1.000E-11
2024-09-04 00:33:51,2,0.008572
2024-09-04 00:33:51,3,0.009482
2024-09-04 00:33:51,4,3.35e-07
2024-09-04 00:33:51,5,4.996e-09
2024-09-04 00:33:51,6,1.551e-09
2024-09-04 00:34:01,1,1.000E-11
2024-09-04 00:34:01,2,0.008541
2024-09-04 00:34:01,3,0.008983
2024-09-04 00:34:01,4,3.374e-07
2024-09-04 00:34:01,5,4.996e-09
2024-09-04 00:34:01,6,1.562e-09
2024-09-04 00:34:10,1,1.000E-11
2024-09-04 00:34:10,2,0.008584
2024-09-04 00:34:10,3,0.009326
2024-09-04 00:34:10,4,3.362e-07
2024-09-04 00:34:10,5,4.996e-09
2024-09-04 00:34:10,6,1.576e-09
2024-09-04 00:34:20,1,1.000E-11
2024-09-04 00:34:20,2,0.008547
2024-09-04 00:34:20,3,0.008797
2024-09-04 00:34:20,4,3.386e-07
2024-09-04 00:34:20,5,4.996e-09
2024-09-04 00:34:20,6,1.563e-09
2024-09-04 00:34:29,1,1.000E-11
2024-09-04 00:34:29,2,0.008609
2024-09-04 00:34:29,3,0.009199
2024-09-04 00:34:29,4,3.39e-07
2024-09-04 00:34:29,5,4.996e-09
2024-09-04 00:34:29,6,1.56e-09
2024-09-04 00:34:38,1,1.000E-11
2024-09-04 00:34:38,2,0.008578
2024-09-04 00:34:38,3,0.009146
2024-09-04 00:34:38,4,3.374e-07
2024-09-04 00:34:38,5,4.996e-09
2024-09-04 00:34:38,6,1.563e-09
2024-09-04 00:34:48,1,1.000E-11
2024-09-04 00:34:48,2,0.008603
2024-09-04 00:34:48,3,0.00899
2024-09-04 00:34:48,4,3.37e-07
2024-09-04 00:34:48,5,4.996e-09
2024-09-04 00:34:48,6,1.566e-09
2024-09-04 00:34:57,1,1.000E-11
2024-09-04 00:34:57,2,0.008621
2024-09-04 00:34:57,3,0.009239
2024-09-04 00:34:57,4,3.394e-07
2024-09-04 00:34:57,5,4.996e-09
2024-09-04 00:34:57,6,1.555e-09
2024-09-04 00:35:07,1,1.000E-11
2024-09-04 00:35:07,2,0.008553
2024-09-04 00:35:07,3,0.009286
2024-09-04 00:35:07,4,3.346e-07
2024-09-04 00:35:07,5,4.996e-09
2024-09-04 00:35:07,6,1.563e-09
2024-09-04 00:35:16,1,1.000E-11
2024-09-04 00:35:16,2,0.008504
2024-09-04 00:35:16,3,0.009042
2024-09-04 00:35:16,4,3.386e-07
2024-09-04 00:35:16,5,4.996e-09
2024-09-04 00:35:16,6,1.558e-09
2024-09-04 00:35:26,1,1.000E-11
2024-09-04 00:35:26,2,0.008578
2024-09-04 00:35:26,3,0.009239
2024-09-04 00:35:26,4,3.423e-07
2024-09-04 00:35:26,5,4.996e-09
2024-09-04 00:35:26,6,1.552e-09
2024-09-04 00:35:35,1,1.000E-11
2024-09-04 00:35:35,2,0.00856
2024-09-04 00:35:35,3,0.009094
2024-09-04 00:35:35,4,3.402e-07
2024-09-04 00:35:35,5,4.996e-09
2024-09-04 00:35:35,6,1.548e-09
2024-09-04 00:35:45,1,1.000E-11
2024-09-04 00:35:45,2,0.008596
2024-09-04 00:35:45,3,0.00934
2024-09-04 00:35:45,4,3.394e-07
2024-09-04 00:35:45,5,4.996e-09
2024-09-04 00:35:45,6,1.56e-09
2024-09-04 00:35:54,1,1.000E-11
2024-09-04 00:35:54,2,0.00856
2024-09-04 00:35:54,3,0.009662
2024-09-04 00:35:54,4,3.423e-07
2024-09-04 00:35:54,5,4.996e-09
2024-09-04 00:35:54,6,1.57e-09
2024-09-04 00:36:03,1,1.000E-11
2024-09-04 00:36:03,2,0.008553
2024-09-04 00:36:03,3,0.009259
2024-09-04 00:36:03,4,3.427e-07
2024-09-04 00:36:03,5,4.996e-09
2024-09-04 00:36:03,6,1.572e-09
2024-09-04 00:36:13,1,1.000E-11
2024-09-04 00:36:13,2,0.00859
2024-09-04 00:36:13,3,0.00912
2024-09-04 00:36:13,4,3.386e-07
2024-09-04 00:36:13,5,4.996e-09
2024-09-04 00:36:13,6,1.56e-09
2024-09-04 00:36:22,1,1.000E-11
2024-09-04 00:36:22,2,0.008609
2024-09-04 00:36:22,3,0.009173
2024-09-04 00:36:22,4,3.366e-07
2024-09-04 00:36:22,5,4.996e-09
2024-09-04 00:36:22,6,1.56e-09
2024-09-04 00:36:32,1,1.000E-11
2024-09-04 00:36:32,2,0.008634
2024-09-04 00:36:32,3,0.009186
2024-09-04 00:36:32,4,3.374e-07
2024-09-04 00:36:32,5,4.996e-09
2024-09-04 00:36:32,6,1.551e-09
2024-09-04 00:36:41,1,1.000E-11
2024-09-04 00:36:41,2,0.008609
2024-09-04 00:36:41,3,0.009326
2024-09-04 00:36:41,4,3.39e-07
2024-09-04 00:36:41,5,4.996e-09
2024-09-04 00:36:41,6,1.563e-09
2024-09-04 00:36:51,1,1.000E-11
2024-09-04 00:36:51,2,0.008628
2024-09-04 00:36:51,3,0.009326
2024-09-04 00:36:51,4,3.374e-07
2024-09-04 00:36:51,5,4.996e-09
2024-09-04 00:36:51,6,1.566e-09
2024-09-04 00:37:00,1,1.000E-11
2024-09-04 00:37:00,2,0.008596
2024-09-04 00:37:00,3,0.009266
2024-09-04 00:37:00,4,3.374e-07
2024-09-04 00:37:00,5,4.996e-09
2024-09-04 00:37:00,6,1.56e-09
2024-09-04 00:37:09,1,1.000E-11
2024-09-04 00:37:09,2,0.008596
2024-09-04 00:37:09,3,0.009475
2024-09-04 00:37:09,4,3.386e-07
2024-09-04 00:37:09,5,4.996e-09
2024-09-04 00:37:09,6,1.577e-09
2024-09-04 00:37:19,1,1.000E-11
2024-09-04 00:37:19,2,0.008596
2024-09-04 00:37:19,3,0.009393
2024-09-04 00:37:19,4,3.93e-07
2024-09-04 00:37:19,5,4.996e-09
2024-09-04 00:37:19,6,1.562e-09
2024-09-04 00:37:28,1,1.000E-11
2024-09-04 00:37:28,2,0.008603
2024-09-04 00:37:28,3,0.008964
2024-09-04 00:37:28,4,3.468e-07
2024-09-04 00:37:28,5,4.996e-09
2024-09-04 00:37:28,6,1.562e-09
2024-09-04 00:37:38,1,1.000E-11
2024-09-04 00:37:38,2,0.00859
2024-09-04 00:37:38,3,0.009306
2024-09-04 00:37:38,4,3.439e-07
2024-09-04 00:37:38,5,4.996e-09
2024-09-04 00:37:38,6,1.556e-09
2024-09-04 00:37:47,1,1.000E-11
2024-09-04 00:37:47,2,0.008609
2024-09-04 00:37:47,3,0.009239
2024-09-04 00:37:47,4,3.41e-07
2024-09-04 00:37:47,5,4.996e-09
2024-09-04 00:37:47,6,1.554e-09
2024-09-04 00:37:57,1,1.000E-11
2024-09-04 00:37:57,2,0.008547
2024-09-04 00:37:57,3,0.009113
2024-09-04 00:37:57,4,3.448e-07
2024-09-04 00:37:57,5,4.996e-09
2024-09-04 00:37:57,6,1.56e-09
2024-09-04 00:38:06,1,1.000E-11
2024-09-04 00:38:06,2,0.008547
2024-09-04 00:38:06,3,0.00912
2024-09-04 00:38:06,4,3.419e-07
2024-09-04 00:38:06,5,4.996e-09
2024-09-04 00:38:06,6,1.559e-09
2024-09-04 00:38:16,1,1.000E-11
2024-09-04 00:38:16,2,0.00856
2024-09-04 00:38:16,3,0.009299
2024-09-04 00:38:16,4,3.35e-07
2024-09-04 00:38:16,5,4.996e-09
2024-09-04 00:38:16,6,1.548e-09
2024-09-04 00:38:25,1,1.000E-11
2024-09-04 00:38:25,2,0.008566
2024-09-04 00:38:25,3,0.008977
2024-09-04 00:38:25,4,3.374e-07
2024-09-04 00:38:25,5,4.996e-09
2024-09-04 00:38:25,6,1.547e-09
2024-09-04 00:38:34,1,1.000E-11
2024-09-04 00:38:34,2,0.008553
2024-09-04 00:38:34,3,0.009373
2024-09-04 00:38:34,4,3.398e-07
2024-09-04 00:38:34,5,4.996e-09
2024-09-04 00:38:34,6,1.548e-09
2024-09-04 00:38:44,1,1.000E-11
2024-09-04 00:38:44,2,0.008572
2024-09-04 00:38:44,3,0.009634
2024-09-04 00:38:44,4,3.378e-07
2024-09-04 00:38:44,5,4.996e-09
2024-09-04 00:38:44,6,1.558e-09
2024-09-04 00:38:53,1,1.000E-11
2024-09-04 00:38:53,2,0.008572
2024-09-04 00:38:53,3,0.009133
2024-09-04 00:38:53,4,3.382e-07
2024-09-04 00:38:53,5,4.996e-09
2024-09-04 00:38:53,6,1.563e-09
2024-09-04 00:39:03,1,1.000E-11
2024-09-04 00:39:03,2,0.008596
2024-09-04 00:39:03,3,0.009279
2024-09-04 00:39:03,4,3.37e-07
2024-09-04 00:39:03,5,4.996e-09
2024-09-04 00:39:03,6,1.559e-09
2024-09-04 00:39:12,1,1.000E-11
2024-09-04 00:39:12,2,0.008621
2024-09-04 00:39:12,3,0.008944
2024-09-04 00:39:12,4,3.378e-07
2024-09-04 00:39:12,5,4.996e-09
2024-09-04 00:39:12,6,1.567e-09
2024-09-04 00:39:22,1,1.000E-11
2024-09-04 00:39:22,2,0.008572
2024-09-04 00:39:22,3,0.009434
2024-09-04 00:39:22,4,3.378e-07
2024-09-04 00:39:22,5,4.996e-09
2024-09-04 00:39:22,6,1.593e-09
2024-09-04 00:39:31,1,1.000E-11
2024-09-04 00:39:31,2,0.008498
2024-09-04 00:39:31,3,0.009393
2024-09-04 00:39:31,4,3.378e-07
2024-09-04 00:39:31,5,4.996e-09
2024-09-04 00:39:31,6,1.577e-09
2024-09-04 00:39:41,1,1.000E-11
2024-09-04 00:39:41,2,0.008553
2024-09-04 00:39:41,3,0.009414
2024-09-04 00:39:41,4,3.362e-07
2024-09-04 00:39:41,5,4.996e-09
2024-09-04 00:39:41,6,1.551e-09
2024-09-04 00:39:50,1,1.000E-11
2024-09-04 00:39:50,2,0.008541
2024-09-04 00:39:50,3,0.009259
2024-09-04 00:39:50,4,3.394e-07
2024-09-04 00:39:50,5,4.996e-09
2024-09-04 00:39:50,6,1.548e-09
